taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Temperature Range	Genome Size    assembled	Gene Count    assembled	
2728369301	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Candidatus Bathyarchaeota archaeon JdFR-09	DOE Joint Genome Institute JGI	2728369301	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-09		498537	610	
2667527398	Archaea	Permanent Draft	Genome sequence of Methanogenic archaeon ISO4-G1	Unclassified archaeon ISO4-G1	AgResearch Limited	2667527398	Euryarchaeota	Methanomicrobia	Methanomicrobiales	unclassified	unclassified	methanogenic archaeon mixed culture ISO4-G1		1593503	1549	
2660238247	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HM24	University of Illinois Urbana-Champaign	2660238247	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4068400	3606	
2627853753	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina siciliae C2J	University of Illinois Urbana-Champaign	2627853753	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae		5427890	4798	
2576861807	Archaea	Permanent Draft	Halostagnicola sp A56 Genome sequencing	Halostagnicola sp A56	Agharkar Research Institute	2576861807	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola sp A56		4644967	4091	
2513020042	Archaea	Permanent Draft	single cell genomics of the PRT	Nitrosopumilus maritimus PRT005 unscreened	J Craig Venter Institute JCVI	2513020042	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp		564439	869	
2740891992	Archaea	Draft	Estuarine sediment microbial communities from White Oak River Estuary North Carolina USA	Thermoplasmatales archaeon SG8-52-4	University of Texas	2740891992	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SG8-52-4		2246271	2249	
2521172713	Archaea	Finished	Haloferax mediterranei R-4 ATCC 33500	Haloferax mediterranei R-4	Chinese Academy of Sciences	2521172713	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei	Mesophile	3904707	3927	
650716053	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanobacterium paludis SWAN-1	DOE Joint Genome Institute JGI	650716053	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis	Mesophile	2546541	2500	
2264867024	Archaea	Permanent Draft	Yellowstone Metagenome Project Biological Metagenomics and Bio-inspired Energy	Euryarchaeota archaeon SCGC AAA261-G15 unscreened	DOE Joint Genome Institute JGI	2264867024	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	euryarchaeote SCGC AAA261-G15		965738	1217	
2504557010	Archaea	Permanent Draft	YNP Site 4 Thermoproteales Type I	Thermoproteales Type I		2504557010	Crenarchaeota	Thermoprotei	Thermoproteales	unclassified	unclassified	unclassified		3908994	4730	
2698536770	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_FKSedibin124	BGI-shenzhen	2698536770	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		907310	1023	
2264867226	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-J07 contamination screened GBS-N_001_18	DOE Joint Genome Institute JGI	2264867226	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		249792	298	
2516653036	Archaea	Draft	Methanobacterium sp Maddingley draft genome sequence	Methanobacterium sp Maddingley MBC34	US Department of Energy DOE	2516653036	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp Maddingley MBC34		2420154	2471	
2681813026	Archaea	Permanent Draft	Methanosarcina project at The University of Tokyo	Methanosarcina mazei JCM 9314	University of Tokyo	2681813026	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4197534	5835	
2554235500	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax larsenii JCM 13917	University of California Davis	2554235500	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax larsenii	Mesophile	3697948	3684	
650377982	Archaea	Finished	Sulfolobus islandicus REY15A	Sulfolobus islandicus REY15A	Chinese Academy of Sciences	650377982	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Hyperthermophile	2522992	2753	
2681813124	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 2FT26	University of Illinois Urbana-Champaign	2681813124	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4053120	3608	
2639762675	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Euryarchaeota archaeum SCGC AAA287-I03 unscreened	DOE Joint Genome Institute JGI Bigelow Laboratory Single Cell Genomics Center SCGC	2639762675	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		626828	812	
637000187	Archaea	Finished	Natronomonas pharaonis Gabara DSM 2160	Natronomonas pharaonis Gabara DSM 2160	Max Planck Institute	637000187	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas pharaonis	Mesophile	2749696	2895	
2708742557	Archaea	Draft	Soil microbial communities from Rifle Colorado USA	Euryarchaeota archaeon RBG_16_67_27	DOE Joint Genome Institute JGI	2708742557	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon RBG_16_67_27		1546722	1660	
2695420318	Archaea	Permanent Draft	Complete genome analysis for Halolamina sediminis strain halo7 isolated from solar saltern	Halolamina sediminis halo7	Jeju National University	2695420318	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina sediminis		2835858	2938	
2563366543	Archaea	Finished	Methanococcus maripaludis S2	Methanococcus maripaludis S2	University of Washington	2563366543	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	Mesophile	1661137	1772	
2503044003	Archaea	Permanent Draft	Site 04 Desulfuro	Desulfurococcales archaeon		2503044003	Crenarchaeota	Thermoprotei	Desulfurococcales	unclassified	unclassified	unclassified		1533011	1745	
2505313064	Archaea	Permanent Draft	Thermofilum sp	Thermofilum sp		2505313064	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	unclassified	Hyperthermophile	3521254	2297	
643692049	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus YN1551	DOE Joint Genome Institute JGI	643692049	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Hyperthermophile	2854410	3318	
2651870303	Archaea	Draft	Water column microbial communities from Red Sea Saudi Arabia	Unclassified euryarchaeota Marine Group II REDSEA-S43_B8	King Abdullah University of Science and Technology	2651870303	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1105010	1213	
2548876771	Archaea	Permanent Draft	Study the patterns of natural variation and gene flow as well as virus-host coevolution in thermophilic Archaea	Sulfolobus islandicus M1613	University of Illinois	2548876771	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Thermophile	2635815	3035	
2521172719	Archaea	Finished	Pyrococcus sp ST04	Pyrococcus sp ST04	Kyunghee University	2521172719	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus sp ST04		1736885	1798	
2554235505	Archaea	Permanent Draft	Haloarchaeal genomes	Haloterrigena salina JCM 13891	University of California Davis	2554235505	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena salina	Mesophile	4841607	4621	
650716056	Archaea	Finished	CSP_787660 Methanoarchaea	Methanotorris igneus Kol5 DSM 5666	DOE Joint Genome Institute JGI	650716056	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus	Hyperthermophile	1854197	1843	
646564534	Archaea	Finished	Comparative genomics of the Archaea	Ferroglobus placidus AEDII12DO DSM 10642	DOE Joint Genome Institute JGI	646564534	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus	Hyperthermophile	2196266	2622	
2681813028	Archaea	Permanent Draft	Genome sequencing of Thermococcus peptonophilus JCM 9653	Thermococcus peptonophilus JCM 9653	University of Tokyo	2681813028	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus peptonophilus		1905922	3367	
2739367755	Archaea	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre Station ALOHA	Thaumarchaeota archaea JGI _01_D19 contamination screened	DOE Joint Genome Institute JGI	2739367755	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		220674	285	
2264867218	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-E14 contamination screened GBS-N_001_10	DOE Joint Genome Institute JGI	2264867218	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		482646	562	
646564573	Archaea	Finished	Comparative genomics of the Archaea	Staphylothermus hellenicus P8 DSM 12710	DOE Joint Genome Institute JGI	646564573	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus	Hyperthermophile	1580347	1716	
2505679073	Archaea	Finished	Methanocella sp RC-I	Methanocella arvoryzae MRE50 reannotation	Max Planck Institute	2505679073	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae	Mesophile	3179916	3177	
2698536771	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_TCEndobin6	BGI-shenzhen	2698536771	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		884651	973	
2728369549	Archaea	Finished	Anaerobic digester sludge microbial communities from Brisbane Australia	Methanosarcinales archaeon Methan_01	The University of Queensland	2728369549	Euryarchaeota	Methanomicrobia	Methanosarcinales	unclassified	unclassified	Methanosarcinales archaeon Methan_01		2607419	2629	
638154515	Archaea	Finished	Pyrococcus furiosus DSM 3638	Pyrococcus furiosus DSM 3638	University of Maryland University of Utah	638154515	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus furiosus	Hyperthermophile	1908256	2179	
638154503	Archaea	Finished	Haloarcula marismortui ATCC 43049	Haloarcula marismortui ATCC 43049	Institute for Systems Biology	638154503	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula marismortui	Mesophile	4274642	4387	
649633040	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Desulfurococcus mucosus 07/1 DSM 2162	DOE Joint Genome Institute JGI	649633040	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus	Hyperthermophile	1314639	1421	
2700988666	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AD-308-B11v3 contamination screened	DOE Joint Genome Institute JGI	2700988666	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AD-308-B11		777338	1040	
2579779151	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase I the one thousand microbial genomes KMG-I project	Picrophilus oshimae DSM 9789	DOE Joint Genome Institute JGI	2579779151	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae	Thermophile	1534155	1623	
2527291508	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-A16 contamination screened Combined_Assembly_pSL4_4__pSL4	DOE Joint Genome Institute JGI	2527291508	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		617045	675	
2529293211	Archaea	Permanent Draft	Natronorubrum tibetense GA33	Natronorubrum tibetense GA33	TGen	2529293211	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum tibetense	Mesophile	4926841	4720	
2524023200	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	NAG2_mk4-r01 from OSP_D	US Department of Energy DOE	2524023200	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified		1645960	1741	
2721755890	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Archaeoglobus sp JZ bin_24	Beijing Novogene Bioinformatics Technology Co Ltd	2721755890	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	unclassified		1491663	1738	
2522125033	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	Metallosphaera My-r02 from OSP_14	US Department of Energy DOE	2522125033	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	unclassified		1938452	2419	
2700988733	Archaea	Permanent Draft	Anaerobic digester formation water and tailings sand microbial communities from various locations	Unclassified archaeon V3	The University of Queensland	2700988733	Candidatus Verstraetearchaeota	Candidatus Methanomethylia	Candidatus Methanomethyliales	Candidatus Methanomethyliaceae	Candidatus Methanomethylicus	Candidatus Methanomethylicus oleusabulum		1373621	1590	
2660238812	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Euryarchaeota archaeon SCGC AC-312_N17 - v2 contamination screened	DOE Joint Genome Institute JGI	2660238812	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon SCGC AC-312_N17		360372	353	
2651870125	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains Phase II KMG-II from individual species to whole genera	Halorientalis regularis IBRC-M 10760	DOE Joint Genome Institute JGI	2651870125	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis regularis		4032197	4288	
2508501105	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanoregula formicica SMSP DSM 22288	DOE Joint Genome Institute JGI	2508501105	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica	Mesophile	2820858	2925	
2502873002	Archaea	Permanent Draft	YNP_14_mk1_myell_like	unclassified Metallosphaera archaeon		2502873002	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	unclassified		1445233	2093	
2681813401	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA259I14	King Abdullah University of Science and Technology	2681813401	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA259I14		766874	940	
2681813367	Archaea	Finished	Genome sequencing and assembly of microorganisms from an acetoclastic consortium	Methanosarcina sp 795 OTU795	Agriculture and Agri-Food Canada	2681813367	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp 795		3122414	2776	
2728369317	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Candidatus Hydrothermarchaeota archaeon JdFR-16	DOE Joint Genome Institute JGI	2728369317	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Hydrothermarchaeota archaeon JdFR-16		1353114	1715	
2698537060	Archaea	Permanent Draft	Development of a pipeline for high-throughput recovery of near-complete and complete microbial genomes from complex metagenomic datasets	Parvarchaeota archaeon JGI CrystG Apr3-1-B10 unscreened	DOE Joint Genome Institute JGI	2698537060	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		22152	33	
2554235498	Archaea	Permanent Draft	Haloarchaeal genomes	Haloterrigena limicola JCM 13563	University of California Davis	2554235498	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena limicola	Mesophile	3522035	3577	
2617270761	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halorubrum xinjiangense CGMCC 13527	DOE Joint Genome Institute JGI	2617270761	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum xinjiangense		3261379	3198	
