RefSoil.ID	Phylum	Class	Order	Family	Genus	Species	RefSoil	Aggregate	Size
1628	RefSoil_74	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae	RefSoil	Genome.P	4941439
1629	RefSoil_740	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	RefSoil	Genome.P	1452335
1630	RefSoil_741	Proteobacteria	Betaproteobacteria					RefSoil	Genome.P	2045720
1631	RefSoil_742	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Morganella morganii	RefSoil	Genome.P	3799539
1632	RefSoil_743	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	RefSoil	Genome.P	8264165
1633	RefSoil_744	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces davawensis	RefSoil	Genome.P	9555950
1634	RefSoil_745	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium callunae	RefSoil	Genome.P	2928683
1635	RefSoil_746	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4215610
1636	RefSoil_747	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus		RefSoil	Genome.P	5818755
1637	RefSoil_748	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	RefSoil	Genome.P	3309400
1638	RefSoil_749	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	Ilumatobacter coccineus	RefSoil	Genome.P	4830181
1639	RefSoil_75	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4944000
1640	RefSoil_750	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	RefSoil	Genome.P	6693185
1641	RefSoil_751	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		RefSoil	Genome.P	4225490
1642	RefSoil_752	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		RefSoil	Genome.P	4633613
1643	RefSoil_753	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	5805250
1644	RefSoil_754	Proteobacteria	Alphaproteobacteria			Micavibrio	Micavibrio aeruginosavorus	RefSoil	Genome.P	2458610
1645	RefSoil_755	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio exovorus	RefSoil	Genome.P	2657893
1646	RefSoil_756	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas denitrificans	RefSoil	Genome.P	5696307
1647	RefSoil_757	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4021944
1648	RefSoil_758	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] stercorarium	RefSoil	Genome.P	2970010
1649	RefSoil_759	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus	RefSoil	Genome.P	10091185
1650	RefSoil_76	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	RefSoil	Genome.P	3286445
1651	RefSoil_760	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6421010
1652	RefSoil_761	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	RefSoil	Genome.P	6841649
1653	RefSoil_762	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		RefSoil	Genome.P	7630245
1654	RefSoil_763	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	RefSoil	Genome.P	2465177
1655	RefSoil_764	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	RefSoil	Genome.P	5398151
1656	RefSoil_765	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	RefSoil	Genome.P	5366370
1657	RefSoil_766	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	RefSoil	Genome.P	5323210
1658	RefSoil_767	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		RefSoil	Genome.P	4815602
1659	RefSoil_768	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium denitrificans	RefSoil	Genome.P	3808687
1660	RefSoil_769	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	RefSoil	Genome.P	6731379
1661	RefSoil_77	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	RefSoil	Genome.P	3282708
1662	RefSoil_770	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4791958
1663	RefSoil_771	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fulvissimus	RefSoil	Genome.P	7905758
1664	RefSoil_772	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pasteurianum	RefSoil	Genome.P	5044100
1665	RefSoil_773	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum gibsoniae	RefSoil	Genome.P	4855529
1666	RefSoil_774	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		RefSoil	Genome.P	9228054
1667	RefSoil_775	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	RefSoil	Genome.P	4829424
1668	RefSoil_776	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens	RefSoil	Genome.P	6867980
1669	RefSoil_777	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paralicheniformis	RefSoil	Genome.P	4376305
1670	RefSoil_778	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea	RefSoil	Genome.P	3437861
1671	RefSoil_779	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	RefSoil	Genome.P	6870827
1672	RefSoil_78	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	RefSoil	Genome.P	5148708
1673	RefSoil_780	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter		RefSoil	Genome.P	5155034
1674	RefSoil_781	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6342034
1675	RefSoil_782	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	RefSoil	Genome.P	5403731
1676	RefSoil_783	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus	RefSoil	Genome.P	1935211
1677	RefSoil_784	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum	RefSoil	Genome.P	14782125
1678	RefSoil_785	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	RefSoil	Genome.P	5467306
1679	RefSoil_786	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium terpenotabidum	RefSoil	Genome.P	2751233
1680	RefSoil_787	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	RefSoil	Genome.P	4042229
1681	RefSoil_788	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	RefSoil	Genome.P	4005822
1682	RefSoil_789	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	RefSoil	Genome.P	4053889
1683	RefSoil_79	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	RefSoil	Genome.P	2476822
1684	RefSoil_790	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia liquefaciens	RefSoil	Genome.P	5282719
1685	RefSoil_791	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae	RefSoil	Genome.P	898495
1686	RefSoil_792	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4915960
1687	RefSoil_793	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	RefSoil	Genome.P	7197998
1688	RefSoil_794	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces collinus	RefSoil	Genome.P	8377286
1689	RefSoil_795	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3078647
1690	RefSoil_796	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus mirabilis	RefSoil	Genome.P	3846754
1691	RefSoil_797	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminophilus	RefSoil	Genome.P	4873118
1692	RefSoil_798	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus		RefSoil	Genome.P	3486308
1693	RefSoil_799	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	RefSoil	Genome.P	3889532
1694	RefSoil_8	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum	RefSoil	Genome.P	1564906
1695	RefSoil_80	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	RefSoil	Genome.P	2697861
1696	RefSoil_800	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	RefSoil	Genome.P	6371421
1697	RefSoil_801	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	RefSoil	Genome.P	7148516
1698	RefSoil_802	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	RefSoil	Genome.P	2728308
1699	RefSoil_803	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	RefSoil	Genome.P	8125850
1700	RefSoil_804	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	RefSoil	Genome.P	5166857
1701	RefSoil_805	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	RefSoil	Genome.P	5107814
1702	RefSoil_806	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	3916828
1703	RefSoil_807	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis	RefSoil	Genome.P	9376071
1704	RefSoil_808	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli	RefSoil	Genome.P	1685020
1705	RefSoil_809	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	RefSoil	Genome.P	6577228
1706	RefSoil_81	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus	RefSoil	Genome.P	2650701
1707	RefSoil_810	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	5966222
1708	RefSoil_811	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus toyonensis	RefSoil	Genome.P	5025419
1709	RefSoil_812	Firmicutes	Bacilli	Bacillales		Exiguobacterium		RefSoil	Genome.P	3164195
1710	RefSoil_813	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga hypogea	RefSoil	Genome.P	2165165
1711	RefSoil_814	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6672921
1712	RefSoil_815	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pnomenusa	RefSoil	Genome.P	5429298
1713	RefSoil_816	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	RefSoil	Genome.P	1407418
1714	RefSoil_817	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans	RefSoil	Genome.P	3653837
1715	RefSoil_818	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6580038
1716	RefSoil_819	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	RefSoil	Genome.P	6019882
1717	RefSoil_82	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonas aromatica	RefSoil	Genome.P	4501104
1718	RefSoil_820	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	7012672
1719	RefSoil_821	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	RefSoil	Genome.P	3942754
1720	RefSoil_822	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	RefSoil	Genome.P	6000087
1721	RefSoil_823	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	RefSoil	Genome.P	5945120
1722	RefSoil_824	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6725183
1723	RefSoil_825	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		RefSoil	Genome.P	7506727
1724	RefSoil_826	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	RefSoil	Genome.P	5930035
1725	RefSoil_827	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	RefSoil	Genome.P	5114772
1726	RefSoil_828	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas cassavae	RefSoil	Genome.P	5257164
1727	RefSoil_829	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		RefSoil	Genome.P	6231823
1728	RefSoil_83	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca	RefSoil	Genome.P	3642249
1729	RefSoil_830	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas moraviensis	RefSoil	Genome.P	6308316
1730	RefSoil_831	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5504444
1731	RefSoil_832	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5508663
1732	RefSoil_833	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5504767
1733	RefSoil_834	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	5659794
1734	RefSoil_835	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	5645572
1735	RefSoil_836	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	RefSoil	Genome.P	7041479
1736	RefSoil_837	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5504501
1737	RefSoil_838	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5409446
1738	RefSoil_839	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	RefSoil	Genome.P	3006992
1739	RefSoil_84	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri	RefSoil	Genome.P	4873766
1740	RefSoil_840	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	RefSoil	Genome.P	4407929
1741	RefSoil_841	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Granulibacter bethesdensis	RefSoil	Genome.P	2711143
1742	RefSoil_842	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella mimigardefordensis	RefSoil	Genome.P	4764126
1743	RefSoil_843	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus lehensis	RefSoil	Genome.P	3993073
1744	RefSoil_844	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus opacus	RefSoil	Genome.P	9169032
1745	RefSoil_845	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	RefSoil	Genome.P	5739888
1746	RefSoil_846	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sabinae	RefSoil	Genome.P	5270569
1747	RefSoil_847	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	RefSoil	Genome.P	6684359
1748	RefSoil_848	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6766594
1749	RefSoil_849	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	RefSoil	Genome.P	6881675
1750	RefSoil_85	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	RefSoil	Genome.P	1395502
1751	RefSoil_850	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter		RefSoil	Genome.P	5010594
1752	RefSoil_851	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens	RefSoil	Genome.P	6580298
1753	RefSoil_852	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	RefSoil	Genome.P	2780908
1754	RefSoil_853	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5487517
1755	RefSoil_854	Bacteroidetes	Bacteroidia	Bacteroidales				RefSoil	Genome.P	2657245
1756	RefSoil_855	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia nova	RefSoil	Genome.P	8348532
1757	RefSoil_856	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	RefSoil	Genome.P	5828436
1758	RefSoil_857	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	RefSoil	Genome.P	4117023
1759	RefSoil_858	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	RefSoil	Genome.P	3315275
1760	RefSoil_859	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6527005
1761	RefSoil_86	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	Thiobacillus denitrificans	RefSoil	Genome.P	2909809
1762	RefSoil_860	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	RefSoil	Genome.P	7057405
1763	RefSoil_861	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus	RefSoil	Genome.P	2943336
1764	RefSoil_862	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cichorii	RefSoil	Genome.P	5986012
1765	RefSoil_863	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Chania	Chania multitudinisentens	RefSoil	Genome.P	5488183
1766	RefSoil_864	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	RefSoil	Genome.P	6903379
1767	RefSoil_865	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	RefSoil	Genome.P	6703653
1768	RefSoil_866	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas ginsengisoli	RefSoil	Genome.P	5231762
1769	RefSoil_867	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	Kutzneria albida	RefSoil	Genome.P	9874926
1770	RefSoil_868	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii	RefSoil	Genome.P	2919538
1771	RefSoil_869	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum multivorans	RefSoil	Genome.P	3175729
1772	RefSoil_87	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	RefSoil	Genome.P	3402093
1773	RefSoil_870	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		RefSoil	Genome.P	2866963
1774	RefSoil_871	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	RefSoil	Genome.P	5630690
1775	RefSoil_872	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia		RefSoil	Genome.P	4964409
1776	RefSoil_873	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens	RefSoil	Genome.P	7709009
1777	RefSoil_874	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum	RefSoil	Genome.P	2330585
1778	RefSoil_875	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4039155
1779	RefSoil_876	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	6652396
1780	RefSoil_877	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	4731359
1781	RefSoil_878	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium acidaminophilum	RefSoil	Genome.P	3055036
1782	RefSoil_879	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia helminthoeca	RefSoil	Genome.P	884232
1783	RefSoil_88	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	RefSoil	Genome.P	7308054
1784	RefSoil_880	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria		RefSoil	Genome.P	2904662
1785	RefSoil_881	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		RefSoil	Genome.P	2988052
1786	RefSoil_882	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea		RefSoil	Genome.P	5378916
1787	RefSoil_883	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter		RefSoil	Genome.P	3267233
1788	RefSoil_884	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	RefSoil	Genome.P	4561905
1789	RefSoil_885	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	RefSoil	Genome.P	5371331
1790	RefSoil_886	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	RefSoil	Genome.P	9583027
1791	RefSoil_887	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		RefSoil	Genome.P	9372401
1792	RefSoil_888	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas		RefSoil	Genome.P	4648976
1793	RefSoil_889	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria		RefSoil	Genome.P	2906670
1794	RefSoil_89	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	RefSoil	Genome.P	6438405
1795	RefSoil_890	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	6520413
1796	RefSoil_891	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		RefSoil	Genome.P	5331737
1797	RefSoil_892	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	6484062
1798	RefSoil_893	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		RefSoil	Genome.P	2900735
1799	RefSoil_894	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		RefSoil	Genome.P	6085054
1800	RefSoil_895	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		RefSoil	Genome.P	3830427
1801	RefSoil_896	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella		RefSoil	Genome.P	3280310
1802	RefSoil_897	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5506189
1803	RefSoil_898	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella		RefSoil	Genome.P	3289500
